"Symbol  ","Series  ","Date  ","Prev Close  ","Open Price  ","High Price  ","Low Price  ","Last Price  ","Close Price  ","Average Price ","Total Traded Quantity  ","Turnover ₹  ","No. of Trades  ","Deliverable Qty  ","% Dly Qt to Traded Qty  "
"HCLTECH","EQ","15-Jun-2016","752.40","751.00","757.30","749.95","755.20","755.20","754.78","9,79,272","73,91,35,820.80","40,375","7,56,473","77.25"
"HCLTECH","EQ","16-Jun-2016","755.20","752.55","754.00","742.50","746.40","751.70","746.73","11,33,152","84,61,54,137.35","59,721","8,08,279","71.33"
"HCLTECH","EQ","17-Jun-2016","751.70","750.00","755.00","747.85","752.15","753.65","751.53","27,17,006","2,04,19,00,312.45","54,566","23,87,761","87.88"
"HCLTECH","EQ","20-Jun-2016","753.65","749.95","781.45","747.85","769.90","770.65","772.06","41,32,686","3,19,06,89,956.65","1,41,265","32,23,972","78.01"
"HCLTECH","EQ","21-Jun-2016","770.65","768.50","775.80","766.20","770.00","770.10","770.46","14,66,470","1,12,98,56,371.80","61,398","11,79,312","80.42"
"HCLTECH","EQ","22-Jun-2016","770.10","774.00","774.00","766.30","770.05","770.45","770.45","15,67,059","1,20,73,33,746.90","38,679","13,62,529","86.95"
"HCLTECH","EQ","23-Jun-2016","770.45","770.00","772.00","762.00","770.40","769.80","766.69","12,92,218","99,07,36,966.80","49,318","10,09,003","78.08"
"HCLTECH","EQ","24-Jun-2016","769.80","743.95","746.70","723.30","742.00","741.85","736.94","30,81,689","2,27,10,27,640.25","1,20,409","22,10,856","71.74"
"HCLTECH","EQ","27-Jun-2016","741.85","730.20","749.00","721.00","736.00","735.05","736.30","14,43,753","1,06,30,32,314.35","78,436","9,29,688","64.39"
"HCLTECH","EQ","28-Jun-2016","735.05","729.00","737.50","711.15","712.85","713.20","724.55","28,42,681","2,05,96,71,187.25","1,02,566","18,53,462","65.20"
"HCLTECH","EQ","29-Jun-2016","713.20","715.70","729.95","708.00","728.95","728.45","719.42","24,83,234","1,78,64,90,523.70","65,712","13,23,839","53.31"
"HCLTECH","EQ","30-Jun-2016","728.45","729.20","735.45","726.40","729.70","730.45","730.72","23,96,993","1,75,15,35,233.75","81,785","17,36,811","72.46"
"HCLTECH","EQ","01-Jul-2016","730.45","735.00","736.80","730.00","730.00","731.70","732.84","10,11,883","74,15,48,739.80","50,053","7,54,109","74.53"
"HCLTECH","EQ","04-Jul-2016","731.70","735.00","750.00","734.05","747.45","748.35","744.87","16,31,809","1,21,54,91,503.90","53,287","12,41,520","76.08"
"HCLTECH","EQ","05-Jul-2016","748.35","748.00","748.00","732.20","738.30","738.40","738.81","18,67,820","1,37,99,67,696.50","44,635","15,39,990","82.45"
"HCLTECH","EQ","07-Jul-2016","738.40","741.00","741.00","715.75","717.30","717.10","719.45","34,32,568","2,46,95,44,582.20","1,23,012","27,96,456","81.47"
"HCLTECH","EQ","08-Jul-2016","717.10","715.00","725.75","715.00","722.50","721.85","721.73","8,51,316","61,44,20,879.35","49,418","5,26,327","61.83"
"HCLTECH","EQ","11-Jul-2016","721.85","722.00","726.60","715.05","718.25","716.80","719.05","21,24,375","1,52,75,29,376.75","54,886","16,21,927","76.35"
"HCLTECH","EQ","12-Jul-2016","716.80","718.00","723.30","716.05","722.35","721.35","718.88","16,14,918","1,16,09,39,613.15","51,833","12,05,988","74.68"
"HCLTECH","EQ","13-Jul-2016","721.35","722.50","724.00","716.60","720.00","720.00","720.25","33,56,550","2,41,75,44,818.20","32,637","29,86,596","88.98"
"HCLTECH","EQ","14-Jul-2016","720.00","721.50","729.90","719.60","729.50","728.25","726.08","10,84,386","78,73,54,789.50","26,849","7,18,869","66.29"
"HCLTECH","EQ","15-Jul-2016","728.25","732.90","740.00","710.25","715.45","717.50","723.66","29,67,531","2,14,74,69,798.55","75,705","17,80,487","60.00"
"HCLTECH","EQ","18-Jul-2016","717.50","722.20","724.70","715.00","723.70","722.50","722.05","9,28,673","67,05,45,154.50","25,153","5,72,790","61.68"
"HCLTECH","EQ","19-Jul-2016","722.50","717.75","731.70","717.75","731.00","730.15","727.96","17,34,756","1,26,28,41,090.25","45,442","13,55,634","78.15"
"HCLTECH","EQ","20-Jul-2016","730.15","724.90","731.90","716.60","730.90","730.00","724.59","12,22,225","88,56,11,538.65","35,104","7,94,576","65.01"
"HCLTECH","EQ","21-Jul-2016","730.00","730.00","730.90","720.15","725.00","723.55","722.40","8,85,024","63,93,43,652.30","19,412","5,48,877","62.02"
"HCLTECH","EQ","22-Jul-2016","723.55","725.00","730.00","721.60","729.50","729.20","727.51","9,14,314","66,51,73,389.45","28,218","6,84,431","74.86"
"HCLTECH","EQ","25-Jul-2016","729.20","729.50","741.00","725.00","740.00","740.40","736.09","14,88,302","1,09,55,26,801.20","49,079","11,52,955","77.47"
"HCLTECH","EQ","26-Jul-2016","740.40","738.90","747.40","736.25","746.65","745.25","743.16","13,49,165","1,00,26,50,480.60","30,980","10,76,485","79.79"
"HCLTECH","EQ","27-Jul-2016","745.25","747.00","754.90","742.50","753.40","753.50","749.91","16,77,289","1,25,78,19,950.85","29,257","12,29,837","73.32"
"HCLTECH","EQ","28-Jul-2016","753.50","757.50","758.95","746.10","747.00","750.80","751.16","22,77,034","1,71,04,18,092.45","33,377","18,51,665","81.32"
"HCLTECH","EQ","29-Jul-2016","750.80","749.00","758.00","745.50","752.15","752.95","753.02","8,47,328","63,80,54,736.70","24,720","5,34,536","63.08"
"HCLTECH","EQ","01-Aug-2016","752.95","753.00","791.00","752.50","778.00","780.45","773.17","30,26,539","2,34,00,28,478.85","77,579","17,01,808","56.23"
"HCLTECH","EQ","02-Aug-2016","780.45","785.85","804.90","781.15","799.55","800.75","793.75","47,00,089","3,73,06,82,954.50","80,878","33,18,256","70.60"
"HCLTECH","EQ","03-Aug-2016","800.75","857.00","858.50","816.35","825.70","826.15","833.11","95,52,545","7,95,83,05,262.35","2,02,091","41,08,342","43.01"
"HCLTECH","EQ","04-Aug-2016","826.15","833.00","836.00","820.10","823.00","823.85","827.01","14,85,837","1,22,87,97,215.85","57,153","6,78,342","45.65"
"HCLTECH","EQ","05-Aug-2016","823.85","824.80","831.45","817.30","820.60","821.75","824.35","13,00,356","1,07,19,54,956.85","54,692","8,91,781","68.58"
"HCLTECH","EQ","08-Aug-2016","821.75","822.00","829.40","811.60","818.00","819.10","819.13","15,14,566","1,24,06,31,220.00","53,431","11,23,054","74.15"
"HCLTECH","EQ","09-Aug-2016","819.10","821.00","824.60","811.05","818.50","816.85","818.10","12,40,369","1,01,47,51,370.35","32,306","7,51,331","60.57"
"HCLTECH","EQ","10-Aug-2016","816.85","816.75","820.00","805.55","817.95","818.15","815.62","11,52,698","94,01,65,761.90","27,158","7,32,157","63.52"
"HCLTECH","EQ","11-Aug-2016","818.15","820.00","827.45","813.80","825.05","824.55","822.33","17,39,623","1,43,05,44,241.30","33,086","11,87,271","68.25"
"HCLTECH","EQ","12-Aug-2016","824.55","826.05","835.50","807.00","813.65","814.20","824.16","16,51,570","1,36,11,62,212.90","46,670","9,89,210","59.90"
"HCLTECH","EQ","16-Aug-2016","814.20","813.20","823.80","785.55","796.00","792.35","805.29","22,44,771","1,80,76,94,263.50","60,308","14,82,587","66.05"
"HCLTECH","EQ","17-Aug-2016","792.35","790.00","800.85","782.00","784.55","784.55","789.04","23,67,829","1,86,83,18,654.80","95,093","17,05,901","72.04"
"HCLTECH","EQ","18-Aug-2016","784.55","789.80","792.40","780.10","785.00","785.80","787.47","15,41,722","1,21,40,58,423.20","86,181","10,98,287","71.24"
"HCLTECH","EQ","19-Aug-2016","785.80","785.00","794.40","779.60","779.65","781.85","784.11","13,09,172","1,02,65,28,619.60","57,471","9,14,103","69.82"
"HCLTECH","EQ","22-Aug-2016","781.85","784.95","787.35","765.00","769.05","772.25","773.46","13,46,765","1,04,16,70,672.15","49,547","8,23,140","61.12"
"HCLTECH","EQ","23-Aug-2016","772.25","776.00","795.85","771.60","789.00","791.00","790.24","17,07,691","1,34,94,78,324.60","51,775","10,35,840","60.66"
"HCLTECH","EQ","24-Aug-2016","791.00","795.00","798.35","781.10","792.00","790.35","789.70","12,08,724","95,45,34,127.45","27,128","7,28,255","60.25"
"HCLTECH","EQ","25-Aug-2016","790.35","798.00","805.00","794.05","798.00","798.05","800.06","22,12,911","1,77,04,63,031.60","53,873","14,82,009","66.97"
"HCLTECH","EQ","26-Aug-2016","798.05","798.00","800.45","772.80","779.00","778.75","783.90","16,62,032","1,30,28,67,615.40","64,434","11,59,548","69.77"
"HCLTECH","EQ","29-Aug-2016","778.75","782.95","782.95","751.10","755.10","755.10","758.36","15,30,452","1,16,06,35,719.60","72,594","8,91,213","58.23"
"HCLTECH","EQ","30-Aug-2016","755.10","756.00","775.75","753.90","771.00","773.90","770.99","21,60,269","1,66,55,50,287.85","64,636","14,03,176","64.95"
"HCLTECH","EQ","31-Aug-2016","773.90","774.00","793.45","773.05","778.00","778.55","784.08","27,92,176","2,18,93,01,648.70","1,12,792","20,57,888","73.70"
"HCLTECH","EQ","01-Sep-2016","778.55","781.30","789.55","779.10","784.00","783.80","782.88","12,98,758","1,01,67,65,813.15","54,256","9,39,492","72.34"
"HCLTECH","EQ","02-Sep-2016","783.80","786.95","787.50","779.10","783.00","784.55","783.59","11,31,826","88,68,84,020.50","41,301","8,70,227","76.89"
"HCLTECH","EQ","06-Sep-2016","784.55","780.25","788.30","774.70","786.90","785.60","780.95","15,22,299","1,18,88,45,780.45","75,207","12,26,336","80.56"
"HCLTECH","EQ","07-Sep-2016","785.60","791.90","807.00","783.00","784.50","787.10","795.36","17,89,682","1,42,34,47,269.55","53,502","11,13,270","62.20"
"HCLTECH","EQ","08-Sep-2016","787.10","781.50","781.90","750.50","772.00","773.95","768.95","25,79,366","1,98,33,95,281.65","99,516","17,14,031","66.45"
"HCLTECH","EQ","09-Sep-2016","773.95","774.00","789.50","773.00","778.00","780.55","783.53","14,67,060","1,14,94,81,824.65","62,193","10,30,333","70.23"
"HCLTECH","EQ","12-Sep-2016","780.55","772.00","792.10","770.00","780.20","782.70","783.21","23,85,247","1,86,81,44,861.85","95,988","16,44,584","68.95"
"HCLTECH","EQ","14-Sep-2016","782.70","784.65","794.65","775.00","778.50","776.35","785.10","16,23,566","1,27,46,56,932.75","48,833","11,04,304","68.02"
"HCLTECH","EQ","15-Sep-2016","776.35","782.95","784.50","775.00","779.10","779.00","779.14","9,53,499","74,29,05,111.35","36,650","5,80,327","60.86"
"HCLTECH","EQ","16-Sep-2016","779.00","782.00","790.95","774.00","784.70","786.35","781.95","21,59,427","1,68,85,73,194.30","61,889","16,00,768","74.13"
"HCLTECH","EQ","19-Sep-2016","786.35","790.00","798.20","781.90","789.00","789.05","792.39","18,83,283","1,49,22,97,436.50","57,886","11,09,452","58.91"
"HCLTECH","EQ","20-Sep-2016","789.05","794.95","795.75","784.50","792.50","792.05","790.49","15,15,605","1,19,80,75,066.10","56,821","11,38,817","75.14"
"HCLTECH","EQ","21-Sep-2016","792.05","793.95","798.00","788.50","788.50","792.60","794.11","14,03,065","1,11,41,85,642.15","65,336","9,40,458","67.03"
"HCLTECH","EQ","22-Sep-2016","792.60","799.00","799.95","783.80","793.00","788.85","789.74","11,17,361","88,24,29,725.25","50,481","7,46,834","66.84"
"HCLTECH","EQ","23-Sep-2016","788.85","794.65","804.00","792.40","795.00","797.25","799.42","26,05,785","2,08,31,24,400.05","79,103","18,68,945","71.72"
"HCLTECH","EQ","26-Sep-2016","797.25","795.05","796.95","785.65","788.00","788.95","790.88","18,25,995","1,44,41,38,354.15","34,719","15,04,332","82.38"
"HCLTECH","EQ","27-Sep-2016","788.95","788.95","799.80","784.00","797.15","795.85","790.92","16,31,598","1,29,04,68,403.25","55,624","12,26,464","75.17"
"HCLTECH","EQ","28-Sep-2016","795.85","798.00","801.90","790.00","799.00","796.30","796.87","15,33,187","1,22,17,57,672.80","56,395","10,81,995","70.57"
"HCLTECH","EQ","29-Sep-2016","796.30","799.00","804.60","781.30","788.00","791.05","793.93","28,46,344","2,25,97,84,567.50","36,859","21,29,384","74.81"
"HCLTECH","EQ","30-Sep-2016","791.05","797.00","804.00","787.00","800.00","799.90","798.07","18,31,300","1,46,14,98,491.80","51,340","13,48,845","73.66"
"HCLTECH","EQ","03-Oct-2016","799.90","805.00","812.00","794.40","811.00","808.60","802.73","15,16,868","1,21,76,32,556.30","62,820","9,86,175","65.01"
"HCLTECH","EQ","04-Oct-2016","808.60","812.50","821.00","810.00","817.20","818.15","817.02","15,06,687","1,23,09,88,259.30","55,822","10,83,148","71.89"
"HCLTECH","EQ","05-Oct-2016","818.15","818.25","823.25","806.25","815.00","816.00","814.31","7,98,470","65,02,02,069.85","34,096","4,08,798","51.20"
"HCLTECH","EQ","06-Oct-2016","816.00","816.00","816.75","797.20","803.60","801.55","801.49","15,88,731","1,27,33,48,030.70","46,179","10,14,666","63.87"
"HCLTECH","EQ","07-Oct-2016","801.55","802.15","809.45","785.30","806.25","806.55","797.90","7,67,927","61,27,30,140.45","34,843","4,01,269","52.25"
